group,Locus,id,n_v,span_bp,density_per_mb
Bird,IGH,Florida_scrub_jay/A.coerulescens_AC_1603_72872_pri,91,41447,2195.575071778416
Bird,IGL,Florida_scrub_jay/A.coerulescens_AC_1603_72872_pri,47,46141,1018.6168483561257
Bird,TRA,Florida_scrub_jay/A.coerulescens_AC_1603_72872_pri,29,120511,240.6419331015426
Bird,TRB,Florida_scrub_jay/A.coerulescens_AC_1603_72872_pri,12,84424,142.1396759215389
Bird,TRG,Florida_scrub_jay/A.coerulescens_AC_1603_72872_pri,2,11702,170.91095539224062
Bird,IGH,Florida_scrub_jay/A.coerulescens_AC_1713_89780_pri,113,49445,2285.367580139549
Bird,IGL,Florida_scrub_jay/A.coerulescens_AC_1713_89780_pri,89,90886,979.2487291772111
Bird,TRA,Florida_scrub_jay/A.coerulescens_AC_1713_89780_pri,25,108376,230.67837897689526
Bird,TRB,Florida_scrub_jay/A.coerulescens_AC_1713_89780_pri,10,74263,134.6565584476792
Bird,TRG,Florida_scrub_jay/A.coerulescens_AC_1713_89780_pri,2,11702,170.91095539224062
Bird,IGH,Florida_scrub_jay/A.coerulescens_AC_1873_10093_pri,110,49999,2200.0440008800174
Bird,IGL,Florida_scrub_jay/A.coerulescens_AC_1873_10093_pri,47,46166,1018.065242819391
Bird,TRA,Florida_scrub_jay/A.coerulescens_AC_1873_10093_pri,31,123415,251.18502613134547
Bird,TRB,Florida_scrub_jay/A.coerulescens_AC_1873_10093_pri,8,78253,102.23250226828364
Bird,TRG,Florida_scrub_jay/A.coerulescens_AC_1873_10093_pri,2,11716,170.7067258449983
Bird,IGH,Florida_scrub_jay/A.coerulescens_AC_1873_10702_pri,89,39626,2246.0001009438247
Bird,IGL,Florida_scrub_jay/A.coerulescens_AC_1873_10702_pri,47,46166,1018.065242819391
Bird,TRA,Florida_scrub_jay/A.coerulescens_AC_1873_10702_pri,25,105528,236.90394966264878
Bird,TRB,Florida_scrub_jay/A.coerulescens_AC_1873_10702_pri,18,137001,131.385902292684
Bird,TRG,Florida_scrub_jay/A.coerulescens_AC_1873_10702_pri,2,11727,170.54660185895796
Bird,IGH,Florida_scrub_jay/A.coerulescens_AC_1873_10717_pri,129,56058,2301.1880552285133
Bird,IGL,Florida_scrub_jay/A.coerulescens_AC_1873_10717_pri,47,46183,1017.6904921724444
Bird,TRA,Florida_scrub_jay/A.coerulescens_AC_1873_10717_pri,28,116001,241.37722950664218
Bird,TRB,Florida_scrub_jay/A.coerulescens_AC_1873_10717_pri,14,106845,131.03093265945998
Bird,TRG,Florida_scrub_jay/A.coerulescens_AC_1873_10717_pri,2,11714,170.73587160662456
Bird,IGH,Florida_scrub_jay/A.coerulescens_AC_1873_10752_pri,172,74769,2300.418622691222
Bird,IGL,Florida_scrub_jay/A.coerulescens_AC_1873_10752_pri,68,73340,927.1884374147804
Bird,TRA,Florida_scrub_jay/A.coerulescens_AC_1873_10752_pri,29,120517,240.6299526207921
Bird,TRB,Florida_scrub_jay/A.coerulescens_AC_1873_10752_pri,10,74245,134.68920466024647
Bird,TRG,Florida_scrub_jay/A.coerulescens_AC_1873_10752_pri,2,11703,170.8963513628984
Bird,IGH,Florida_scrub_jay/A.coerulescens_AC_1873_10831_pri,107,45755,2338.5422358212218
Bird,IGL,Florida_scrub_jay/A.coerulescens_AC_1873_10831_pri,47,46183,1017.6904921724444
Bird,TRA,Florida_scrub_jay/A.coerulescens_AC_1873_10831_pri,22,95831,229.5708069413864
Bird,TRB,Florida_scrub_jay/A.coerulescens_AC_1873_10831_pri,10,74259,134.66381179385664
Bird,TRG,Florida_scrub_jay/A.coerulescens_AC_1873_10831_pri,2,11716,170.7067258449983
Bird,IGH,Florida_scrub_jay/A.coerulescens_AC_1873_20908_pri,97,42901,2261.019556653691
Bird,IGL,Florida_scrub_jay/A.coerulescens_AC_1873_20908_pri,47,46166,1018.065242819391
Bird,TRA,Florida_scrub_jay/A.coerulescens_AC_1873_20908_pri,31,123423,251.16874488547515
Bird,TRB,Florida_scrub_jay/A.coerulescens_AC_1873_20908_pri,14,94021,148.90290467023326
Bird,TRG,Florida_scrub_jay/A.coerulescens_AC_1873_20908_pri,2,11714,170.73587160662456
Bird,IGH,Florida_scrub_jay/A.coerulescens_AC_1873_20930_pri,101,41693,2422.4689995922577
Bird,IGL,Florida_scrub_jay/A.coerulescens_AC_1873_20930_pri,68,73340,927.1884374147804
Bird,TRA,Florida_scrub_jay/A.coerulescens_AC_1873_20930_pri,31,123433,251.14839629596622
Bird,TRB,Florida_scrub_jay/A.coerulescens_AC_1873_20930_pri,18,137008,131.37918953637745
Bird,TRG,Florida_scrub_jay/A.coerulescens_AC_1873_20930_pri,2,11728,170.53206002728513
Bird,IGH,Florida_scrub_jay/A.coerulescens_AC_1873_20934_pri,174,76446,2276.116474374068
Bird,IGL,Florida_scrub_jay/A.coerulescens_AC_1873_20934_pri,47,46183,1017.6904921724444
Bird,TRA,Florida_scrub_jay/A.coerulescens_AC_1873_20934_pri,22,95782,229.68825040195443
Bird,TRB,Florida_scrub_jay/A.coerulescens_AC_1873_20934_pri,12,109510,109.57903387818465
Bird,TRG,Florida_scrub_jay/A.coerulescens_AC_1873_20934_pri,2,11716,170.7067258449983
Bird,IGH,Florida_scrub_jay/A.coerulescens_AC_1873_20946_pri,124,54573,2272.185879464204
Bird,IGL,Florida_scrub_jay/A.coerulescens_AC_1873_20946_pri,46,46153,996.6849392238857
Bird,TRA,Florida_scrub_jay/A.coerulescens_AC_1873_20946_pri,45,174191,258.33711270961186
Bird,TRB,Florida_scrub_jay/A.coerulescens_AC_1873_20946_pri,12,109517,109.57202991316416
Bird,TRG,Florida_scrub_jay/A.coerulescens_AC_1873_20946_pri,2,11725,170.5756929637527
Bird,IGH,Florida_scrub_jay/A.coerulescens_AC_1873_20954_pri,123,55626,2211.196203214324
Bird,IGL,Florida_scrub_jay/A.coerulescens_AC_1873_20954_pri,47,46183,1017.6904921724444
Bird,TRB,Florida_scrub_jay/A.coerulescens_AC_1873_20954_pri,12,83938,142.96266291786796
Bird,TRG,Florida_scrub_jay/A.coerulescens_AC_1873_20954_pri,2,11713,170.7504482199266
Bird,IGH,Florida_scrub_jay/A.coerulescens_AC_1873_20970_pri,99,41010,2414.0453547915145
Bird,IGL,Florida_scrub_jay/A.coerulescens_AC_1873_20970_pri,89,90886,979.2487291772111
Bird,TRA,Florida_scrub_jay/A.coerulescens_AC_1873_20970_pri,30,120652,248.6490070616318
Bird,TRB,Florida_scrub_jay/A.coerulescens_AC_1873_20970_pri,12,83943,142.9541474572031
Bird,TRG,Florida_scrub_jay/A.coerulescens_AC_1873_20970_pri,2,11702,170.91095539224062
Bird,IGL,Garden_Warbler/bSylBor1_alt,31,28826,1075.4180253937418
Bird,TRA,Garden_Warbler/bSylBor1_alt,34,111357,305.3243172858464
Bird,TRB,Garden_Warbler/bSylBor1_alt,30,194169,154.50458106082846
Bird,TRG,Garden_Warbler/bSylBor1_alt,2,9759,204.93903063838508
Bird,IGH,Garden_Warbler/bSylBor1_pri,129,71199,1811.8231997640416
Bird,IGL,Garden_Warbler/bSylBor1_pri,30,28167,1065.0761529449355
Bird,TRA,Garden_Warbler/bSylBor1_pri,28,119372,234.5608685453875
Bird,TRB,Garden_Warbler/bSylBor1_pri,20,133440,149.8800959232614
Bird,IGL,Grey_and_chestnut_seedeater/bSpoHyp1_alt,23,22452,1024.4076251558881
Bird,TRA,Grey_and_chestnut_seedeater/bSpoHyp1_alt,21,52469,400.2363300234424
Bird,TRB,Grey_and_chestnut_seedeater/bSpoHyp1_alt,23,111769,205.78156733978116
Bird,TRG,Grey_and_chestnut_seedeater/bSpoHyp1_alt,3,10156,295.3918865695156
Bird,IGH,Grey_and_chestnut_seedeater/bSpoHyp2_pri,344,153187,2245.621364737217
Bird,IGL,Grey_and_chestnut_seedeater/bSpoHyp2_pri,24,24414,983.0425165888424
Bird,TRA,Grey_and_chestnut_seedeater/bSpoHyp2_pri,18,42671,421.83215767148647
Bird,TRB,Grey_and_chestnut_seedeater/bSpoHyp2_pri,21,111247,188.76913534747004
Bird,TRG,Grey_and_chestnut_seedeater/bSpoHyp2_pri,2,10170,196.65683382497542
Bird,IGL,Hawaiian_Crow/bCorHaw1_alt,66,65935,1000.9858193675591
Bird,TRA,Hawaiian_Crow/bCorHaw1_alt,4,31155,128.39030653185685
Bird,TRB,Hawaiian_Crow/bCorHaw1_alt,14,100713,139.0088667798596
Bird,TRG,Hawaiian_Crow/bCorHaw1_alt,2,11633,171.92469698272157
Bird,IGH,Hawaiian_Crow/bCorHaw1_pri,124,57496,2156.67176847085
Bird,IGL,Hawaiian_Crow/bCorHaw1_pri,73,81623,894.3557575683325
Bird,TRA,Hawaiian_Crow/bCorHaw1_pri,55,215003,255.8103840411529
Bird,TRB,Hawaiian_Crow/bCorHaw1_pri,24,145638,164.7921558933795
Bird,TRG,Hawaiian_Crow/bCorHaw1_pri,2,11654,171.6148961729878
Bird,IGH,House_Finch/AL_1_alt,112,56022,1999.2145942665381
Bird,IGL,House_Finch/AL_1_alt,27,22693,1189.7942096681795
Bird,TRA,House_Finch/AL_1_alt,23,81737,281.3903128326217
Bird,TRB,House_Finch/AL_1_alt,24,171968,139.56084852995906
Bird,TRG,House_Finch/AL_1_alt,2,9468,211.23785382340515
Bird,IGH,House_Finch/AL_1_pri,109,56022,1945.6642033486844
Bird,IGL,House_Finch/AL_1_pri,27,22719,1188.4325894625645
Bird,TRA,House_Finch/AL_1_pri,31,97869,316.7499412479948
Bird,TRB,House_Finch/AL_1_pri,34,233651,145.51617583489906
Bird,TRG,House_Finch/AL_1_pri,2,9468,211.23785382340515
Bird,IGH,House_Finch/AL_2_alt,118,50799,2322.8803716608595
Bird,IGL,House_Finch/AL_2_alt,27,22721,1188.327978522072
Bird,TRA,House_Finch/AL_2_alt,38,100100,379.62037962037965
Bird,TRB,House_Finch/AL_2_alt,31,219113,141.4795105721705
Bird,TRG,House_Finch/AL_2_alt,2,9468,211.23785382340515
Bird,IGH,House_Finch/AL_2_pri,121,50799,2381.936652296305
Bird,IGL,House_Finch/AL_2_pri,26,22724,1144.1647597254005
Bird,TRA,House_Finch/AL_2_pri,33,84007,392.82440748985204
Bird,TRB,House_Finch/AL_2_pri,27,197480,136.72270609681993
Bird,TRG,House_Finch/AL_2_pri,2,9468,211.23785382340515
Bird,IGH,House_Finch/AZ_1_alt,69,35130,1964.1332194705378
Bird,IGL,House_Finch/AZ_1_alt,26,22708,1144.9709353531796
Bird,TRA,House_Finch/AZ_1_alt,21,80081,262.2344875813239
Bird,TRB,House_Finch/AZ_1_alt,41,281822,145.4818999226462
Bird,TRG,House_Finch/AZ_1_alt,2,9464,211.3271344040575
Bird,IGH,House_Finch/AZ_1_pri,88,40127,2193.0371071846885
Bird,IGL,House_Finch/AZ_1_pri,22,17455,1260.3838441707248
Bird,TRA,House_Finch/AZ_1_pri,33,119571,275.9866522819078
Bird,TRB,House_Finch/AZ_1_pri,37,300884,122.97097884899165
Bird,TRG,House_Finch/AZ_1_pri,2,9450,211.64021164021165
Bird,IGH,House_Finch/AZ_2_alt,75,39332,1906.844299806773
Bird,IGL,House_Finch/AZ_2_alt,32,27902,1146.8711920292453
Bird,TRA,House_Finch/AZ_2_alt,33,108728,303.50967552056505
Bird,TRB,House_Finch/AZ_2_alt,25,185150,135.02565487442612
Bird,TRG,House_Finch/AZ_2_alt,2,9450,211.64021164021165
Bird,IGH,House_Finch/AZ_2_pri,151,67248,2245.419938139424
Bird,IGL,House_Finch/AZ_2_pri,27,22705,1189.165382074433
Bird,TRA,House_Finch/AZ_2_pri,25,96089,260.17546233179655
Bird,TRB,House_Finch/AZ_2_pri,31,218010,142.19531214164488
Bird,TRG,House_Finch/AZ_2_pri,2,9450,211.64021164021165
Bird,IGH,House_Finch/CA_1_alt,37,21457,1724.378990539218
Bird,IGL,House_Finch/CA_1_alt,26,22663,1147.244407183515
Bird,TRG,House_Finch/CA_1_alt,2,9488,210.79258010118045
Bird,IGH,House_Finch/CA_1_pri,43,18424,2333.9122883195832
Bird,IGL,House_Finch/CA_1_pri,26,22690,1145.8792419568092
Bird,TRB,House_Finch/CA_1_pri,37,212621,174.0185588441405
Bird,IGH,House_Finch/CA_2_alt,42,25367,1655.694406118185
Bird,IGL,House_Finch/CA_2_alt,27,22670,1191.0013233348038
Bird,TRA,House_Finch/CA_2_alt,31,115176,269.1532958255192
Bird,TRB,House_Finch/CA_2_alt,23,177014,129.9332256205724
Bird,TRG,House_Finch/CA_2_alt,2,9458,211.4611968703743
Bird,IGH,House_Finch/CA_2_pri,42,25367,1655.694406118185
Bird,IGL,House_Finch/CA_2_pri,12,9651,1243.3944668946224
Bird,TRA,House_Finch/CA_2_pri,20,81679,244.86098017850364
Bird,TRB,House_Finch/CA_2_pri,31,232453,133.36029218809824
Bird,TRG,House_Finch/CA_2_pri,2,9450,211.64021164021165
Bird,IGH,House_Finch/MA_1_alt,45,24872,1809.2634287552269
Bird,IGL,House_Finch/MA_1_alt,26,22703,1145.2230982689512
Bird,TRA,House_Finch/MA_1_alt,20,68669,291.2522390015873
Bird,TRB,House_Finch/MA_1_alt,35,233651,149.7960633594549
Bird,TRG,House_Finch/MA_1_alt,2,9490,210.7481559536354
Bird,IGH,House_Finch/MA_1_pri,45,24875,1809.0452261306532
Bird,IGL,House_Finch/MA_1_pri,22,17454,1260.456055918414
Bird,TRA,House_Finch/MA_1_pri,27,104060,259.46569286949835
Bird,TRB,House_Finch/MA_1_pri,43,299643,143.50410321616056
Bird,TRG,House_Finch/MA_1_pri,2,9464,211.3271344040575
Bird,IGH,House_Finch/MA_2_alt,112,56022,1999.2145942665381
Bird,IGL,House_Finch/MA_2_alt,31,27932,1109.8381784333383
Bird,TRA,House_Finch/MA_2_alt,31,97893,316.6722850459175
Bird,TRB,House_Finch/MA_2_alt,43,317256,135.53723176236227
Bird,TRG,House_Finch/MA_2_alt,2,9496,210.6149957877001
Bird,IGH,House_Finch/MA_2_pri,112,50661,2210.7735733601785
Bird,IGL,House_Finch/MA_2_pri,27,22725,1188.118811881188
Bird,TRA,House_Finch/MA_2_pri,30,101798,294.7012711448162
Bird,TRB,House_Finch/MA_2_pri,27,197486,136.7185522011687
Bird,TRG,House_Finch/MA_2_pri,2,9464,211.3271344040575
Bird,IGH,House_Finch/NM_1_alt,125,58024,2154.2809871777195
Bird,IGL,House_Finch/NM_1_alt,27,22720,1188.380281690141
Bird,TRA,House_Finch/NM_1_alt,28,98030,285.62684892379883
Bird,TRB,House_Finch/NM_1_alt,53,342325,154.82363251296283
Bird,TRG,House_Finch/NM_1_alt,2,9532,209.819555182543
Bird,IGH,House_Finch/NM_1_pri,125,58024,2154.2809871777195
Bird,IGL,House_Finch/NM_1_pri,26,22690,1145.8792419568092
Bird,TRA,House_Finch/NM_1_pri,35,114408,305.9226627508566
Bird,TRB,House_Finch/NM_1_pri,61,398288,153.15550556381314
Bird,TRG,House_Finch/NM_1_pri,2,9450,211.64021164021165
Bird,IGH,House_Finch/NM_2_alt,147,71372,2059.6312279325225
Bird,IGL,House_Finch/NM_2_alt,27,22658,1191.6320946244152
Bird,TRA,House_Finch/NM_2_alt,34,109060,311.7549972492206
Bird,TRB,House_Finch/NM_2_alt,45,339223,132.65609938005383
Bird,TRG,House_Finch/NM_2_alt,2,9464,211.3271344040575
Bird,IGH,House_Finch/NM_2_pri,147,71372,2059.6312279325225
Bird,IGL,House_Finch/NM_2_pri,27,22686,1190.1613329806928
Bird,TRA,House_Finch/NM_2_pri,33,113140,291.6740321725296
Bird,TRB,House_Finch/NM_2_pri,39,277910,140.33320139613545
Bird,TRG,House_Finch/NM_2_pri,2,9452,211.59542953872196
Bird,IGH,House_Finch/NY_1_alt,102,49729,2051.117054435038
Bird,IGL,House_Finch/NY_1_alt,21,17485,1201.0294538175579
Bird,TRA,House_Finch/NY_1_alt,23,84260,272.9646332779492
Bird,TRB,House_Finch/NY_1_alt,21,169076,124.204499751591
Bird,TRG,House_Finch/NY_1_alt,2,9468,211.23785382340515
Bird,IGH,House_Finch/NY_1_pri,102,49729,2051.117054435038
Bird,IGL,House_Finch/NY_1_pri,32,27936,1145.475372279496
Bird,TRA,House_Finch/NY_1_pri,34,124514,273.0616637486548
Bird,TRB,House_Finch/NY_1_pri,43,299649,143.50122977216677
Bird,TRG,House_Finch/NY_1_pri,2,9454,211.5506663845991
Bird,IGH,House_Finch/NY_2_alt,267,125378,2129.5602099251864
Bird,IGL,House_Finch/NY_2_alt,31,27967,1108.4492437515644
Bird,TRA,House_Finch/NY_2_alt,27,104037,259.52305429799014
Bird,TRB,House_Finch/NY_2_alt,25,201020,124.36573475276091
Bird,TRG,House_Finch/NY_2_alt,2,9467,211.26016689553185
Bird,IGH,House_Finch/NY_2_pri,272,125378,2169.4396146054332
Bird,IGL,House_Finch/NY_2_pri,27,22728,1187.961985216473
Bird,TRA,House_Finch/NY_2_pri,33,84007,392.82440748985204
Bird,TRB,House_Finch/NY_2_pri,27,200002,134.99865001349986
Bird,TRG,House_Finch/NY_2_pri,2,9512,210.26072329688816
Bird,IGH,House_Finch/OH_1_alt,74,34398,2151.28786557358
Bird,IGL,House_Finch/OH_1_alt,26,22699,1145.4249085862814
Bird,TRA,House_Finch/OH_1_alt,33,101270,325.8615582107238
Bird,TRB,House_Finch/OH_1_alt,37,252828,146.34455044536207
Bird,TRG,House_Finch/OH_1_alt,2,9456,211.50592216582064
Bird,IGH,House_Finch/OH_1_pri,73,34398,2122.2164079306935
Bird,IGL,House_Finch/OH_1_pri,26,22703,1145.2230982689512
Bird,TRA,House_Finch/OH_1_pri,23,81737,281.3903128326217
Bird,TRB,House_Finch/OH_1_pri,43,299654,143.49883532340635
Bird,TRG,House_Finch/OH_1_pri,2,9456,211.50592216582064
Bird,IGH,House_Finch/OH_2_alt,265,119563,2216.4047405970073
Bird,IGL,House_Finch/OH_2_alt,27,22668,1191.1064055055585
Bird,TRA,House_Finch/OH_2_alt,24,88706,270.5566703492436
Bird,TRB,House_Finch/OH_2_alt,25,182741,136.8056429591608
Bird,TRG,House_Finch/OH_2_alt,2,9450,211.64021164021165
Bird,IGH,House_Finch/OH_2_pri,262,125288,2091.181916863546
Bird,IGL,House_Finch/OH_2_pri,27,22690,1189.9515204936097
Bird,TRA,House_Finch/OH_2_pri,30,105606,284.07476847906366
Bird,TRB,House_Finch/OH_2_pri,25,182741,136.8056429591608
Bird,TRG,House_Finch/OH_2_pri,2,9513,210.23862083464732
Bird,IGL,House_Finch/WA_1_alt,21,17453,1203.2315361255944
Bird,TRA,House_Finch/WA_1_alt,34,126846,268.0415622092932
Bird,TRB,House_Finch/WA_1_alt,26,192372,135.15480423346435
Bird,TRG,House_Finch/WA_1_alt,2,9495,210.637177461822
Bird,IGH,House_Finch/WA_1_pri,40,20765,1926.318324103058
Bird,IGL,House_Finch/WA_1_pri,27,22710,1188.9035667107
Bird,TRA,House_Finch/WA_1_pri,32,117841,271.5523459576888
Bird,TRB,House_Finch/WA_1_pri,34,278503,122.08127021971038
Bird,TRG,House_Finch/WA_1_pri,2,9450,211.64021164021165
Bird,IGH,House_Finch/WA_2_alt,212,96307,2201.293779268381
Bird,IGL,House_Finch/WA_2_alt,26,22697,1145.5258404194387
Bird,TRA,House_Finch/WA_2_alt,28,99100,282.5428859737639
Bird,TRB,House_Finch/WA_2_alt,39,269357,144.78925737961143
Bird,TRG,House_Finch/WA_2_alt,2,9451,211.61781822029417
Bird,IGH,House_Finch/WA_2_pri,206,96307,2138.993011930597
Bird,IGL,House_Finch/WA_2_pri,27,22681,1190.423702658613
Bird,TRA,House_Finch/WA_2_pri,29,107555,269.6294918878713
Bird,TRB,House_Finch/WA_2_pri,23,179016,128.48013585377842
Bird,TRG,House_Finch/WA_2_pri,2,9450,211.64021164021165
Bird,IGH,House_Finch/bHaeMex1.alt,56,28220,1984.4082211197733
Bird,IGL,House_Finch/bHaeMex1.alt,27,22710,1188.9035667107
Bird,TRA,House_Finch/bHaeMex1.alt,27,101643,265.63560697736193
Bird,TRB,House_Finch/bHaeMex1.alt,25,183836,135.99077438586568
Bird,TRG,House_Finch/bHaeMex1.alt,2,9484,210.88148460565165
Bird,IGH,House_Finch/bHaeMex1.pri,201,87992,2284.298572597509
Bird,IGL,House_Finch/bHaeMex1.pri,27,22706,1189.1130097771513
Bird,TRA,House_Finch/bHaeMex1.pri,23,90393,254.44448132045622
Bird,TRB,House_Finch/bHaeMex1.pri,29,222210,130.5071778947842
Bird,TRG,House_Finch/bHaeMex1.pri,2,9464,211.3271344040575
Bird,IGH,House_Sparrow/bPasDom1_alt,46,17691,2600.1921881182525
Bird,IGL,House_Sparrow/bPasDom1_alt,23,21066,1091.8067027437576
Bird,TRA,House_Sparrow/bPasDom1_alt,43,107922,398.43590741461423
Bird,TRB,House_Sparrow/bPasDom1_alt,9,13667367,0.6585028411105079
Bird,TRG,House_Sparrow/bPasDom1_alt,2,3035,658.9785831960461
Bird,IGH,House_Sparrow/bPasDom1_pri,655,337659,1939.826866750183
Bird,IGL,House_Sparrow/bPasDom1_pri,22,20603,1067.8056593699946
Bird,TRA,House_Sparrow/bPasDom1_pri,43,107922,398.43590741461423
Bird,TRB,House_Sparrow/bPasDom1_pri,9,11300960,0.7963925188656539
Bird,TRG,House_Sparrow/bPasDom1_pri,2,3035,658.9785831960461
Bird,IGL,Ibera_seedeater/bSpoIbe1,24,24327,986.5581452706869
Bird,TRA,Ibera_seedeater/bSpoIbe1,19,44739,424.68539752788394
Bird,TRB,Ibera_seedeater/bSpoIbe1,23,110105,208.89151264701877
Bird,TRG,Ibera_seedeater/bSpoIbe1,2,10246,195.19812609798947
Bird,IGL,Ibera_seedeater/bSpoIbe2,22,20238,1087.0639391244194
Bird,TRA,Ibera_seedeater/bSpoIbe2,22,52078,422.44325818963864
Bird,TRB,Ibera_seedeater/bSpoIbe2,35,157575,222.11645248294465
Bird,TRG,Ibera_seedeater/bSpoIbe2,3,10185,294.5508100147276
Bird,IGL,Ibera_seedeater/bSpoIbe3,23,22539,1020.4534362660278
Bird,TRA,Ibera_seedeater/bSpoIbe3,16,37333,428.5752551362066
Bird,TRB,Ibera_seedeater/bSpoIbe3,19,97763,194.34755480089603
Bird,TRG,Ibera_seedeater/bSpoIbe3,2,10178,196.50225977598743
Bird,IGL,Ibera_seedeater/bSpoIbe4,24,24482,980.312066007679
Bird,TRA,Ibera_seedeater/bSpoIbe4,32,77630,412.2117737987891
Bird,TRB,Ibera_seedeater/bSpoIbe4,17,91702,185.3830887003555
Bird,TRG,Ibera_seedeater/bSpoIbe4,2,10169,196.67617268167962
Bird,IGH,Ibera_seedeater/bSpoIbe5,111,48248,2300.6134969325153
Bird,IGL,Ibera_seedeater/bSpoIbe5,24,24429,982.4389045806214
Bird,TRA,Ibera_seedeater/bSpoIbe5,26,60226,431.7072360774416
Bird,TRB,Ibera_seedeater/bSpoIbe5,27,121589,222.05956130899997
Bird,TRG,Ibera_seedeater/bSpoIbe5,2,10165,196.7535661583866
Bird,IGH,Ibera_seedeater/bSpoIbe6,153,65992,2318.462843981089
Bird,IGL,Ibera_seedeater/bSpoIbe6,24,24470,980.7928075194116
Bird,TRA,Ibera_seedeater/bSpoIbe6,27,63392,425.9212518929833
Bird,TRB,Ibera_seedeater/bSpoIbe6,19,97246,195.38078687041113
Bird,TRG,Ibera_seedeater/bSpoIbe6,2,10146,197.12201852946973
Bird,IGH,Ibera_seedeater/bSpoIbe7,105,45199,2323.060244695679
Bird,IGL,Ibera_seedeater/bSpoIbe7,23,22479,1023.1771875973132
Bird,TRA,Ibera_seedeater/bSpoIbe7,24,58545,409.9410709710479
Bird,TRB,Ibera_seedeater/bSpoIbe7,21,108523,193.50736710190466
Bird,TRG,Ibera_seedeater/bSpoIbe7,3,13673,219.4105170774519
Bird,IGH,Ibera_seedeater/bSpoIbe8,152,65551,2318.8052051074737
Bird,IGL,Ibera_seedeater/bSpoIbe8,24,24454,981.4345301382187
Bird,TRA,Ibera_seedeater/bSpoIbe8,27,67337,400.96826410443
Bird,TRB,Ibera_seedeater/bSpoIbe8,15,84925,176.6264350897851
Bird,TRG,Ibera_seedeater/bSpoIbe8,2,10150,197.04433497536948
Bird,IGH,Island_scrub_jay/A.insularis_AI_1363_74536_pri,106,47054,2252.7309049177543
Bird,IGL,Island_scrub_jay/A.insularis_AI_1363_74536_pri,98,90948,1077.53881338787
Bird,TRA,Island_scrub_jay/A.insularis_AI_1363_74536_pri,22,97918,224.67779162156089
Bird,TRB,Island_scrub_jay/A.insularis_AI_1363_74536_pri,12,97377,123.23238547090175
Bird,TRG,Island_scrub_jay/A.insularis_AI_1363_74536_pri,2,11736,170.41581458759373
Bird,IGH,Island_scrub_jay/A.insularis_AI_1363_74537_pri,109,47067,2315.847621475769
Bird,IGL,Island_scrub_jay/A.insularis_AI_1363_74537_pri,98,90943,1077.59805592514
Bird,TRA,Island_scrub_jay/A.insularis_AI_1363_74537_pri,30,126606,236.95559452158668
Bird,TRB,Island_scrub_jay/A.insularis_AI_1363_74537_pri,14,94814,147.65751893180334
Bird,TRG,Island_scrub_jay/A.insularis_AI_1363_74537_pri,2,11747,170.25623563463012
Bird,IGH,Island_scrub_jay/A.insularis_AI_1363_74539_pri,107,47068,2273.3067051924877
Bird,IGL,Island_scrub_jay/A.insularis_AI_1363_74539_pri,98,90943,1077.59805592514
Bird,TRA,Island_scrub_jay/A.insularis_AI_1363_74539_pri,40,162429,246.26144346145085
Bird,TRB,Island_scrub_jay/A.insularis_AI_1363_74539_pri,14,94818,147.65128983948196
Bird,TRG,Island_scrub_jay/A.insularis_AI_1363_74539_pri,2,11748,170.24174327545114
Bird,IGH,Island_scrub_jay/A.insularis_AI_1363_74544_pri,103,45570,2260.258942286592
Bird,IGL,Island_scrub_jay/A.insularis_AI_1363_74544_pri,98,90960,1077.396657871592
Bird,TRA,Island_scrub_jay/A.insularis_AI_1363_74544_pri,25,108072,231.32726330594417
Bird,TRB,Island_scrub_jay/A.insularis_AI_1363_74544_pri,12,84645,141.7685628211944
Bird,TRG,Island_scrub_jay/A.insularis_AI_1363_74544_pri,2,11736,170.41581458759373
Bird,IGH,Island_scrub_jay/A.insularis_AI_1363_74563_pri,107,47069,2273.2584078692985
Bird,IGL,Island_scrub_jay/A.insularis_AI_1363_74563_pri,98,90956,1077.4440388759401
Bird,TRA,Island_scrub_jay/A.insularis_AI_1363_74563_pri,39,157624,247.42425011419584
Bird,TRB,Island_scrub_jay/A.insularis_AI_1363_74563_pri,14,94806,147.66997869333164
Bird,TRG,Island_scrub_jay/A.insularis_AI_1363_74563_pri,2,11750,170.2127659574468
Bird,IGH,Island_scrub_jay/A.insularis_AI_1363_74565_pri,101,45594,2215.203754880028
Bird,IGL,Island_scrub_jay/A.insularis_AI_1363_74565_pri,98,90944,1077.5862068965519
Bird,TRA,Island_scrub_jay/A.insularis_AI_1363_74565_pri,25,108067,231.337966261671
Bird,TRB,Island_scrub_jay/A.insularis_AI_1363_74565_pri,14,107549,130.1732233679532
Bird,TRG,Island_scrub_jay/A.insularis_AI_1363_74565_pri,2,11735,170.43033659991477
Bird,IGH,Island_scrub_jay/A.insularis_AI_1603_79174_pri,100,45595,2193.2229411119642
Bird,IGL,Island_scrub_jay/A.insularis_AI_1603_79174_pri,98,90944,1077.5862068965519
Bird,TRA,Island_scrub_jay/A.insularis_AI_1603_79174_pri,25,108228,230.99382784491996
Bird,TRB,Island_scrub_jay/A.insularis_AI_1603_79174_pri,12,98289,122.088941794097
Bird,TRG,Island_scrub_jay/A.insularis_AI_1603_79174_pri,2,11749,170.22725338326666
Bird,IGH,Island_scrub_jay/A.insularis_AI_1603_79203_pri,103,47035,2189.858615924312
